date,observers,site_id,round,plot_id,transect_id,transect_section,sample_code,behaviour,caste,flower_code,flower_species,bee_code,bee_species,caught,photo_series,notes
18-Jun-24,RG,bks_68,2,p2,full-plot,net-floral,bks_68_2_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
18-Jun-24,RG,bks_68,2,p2,full-plot,net-floral,bks_68_2_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
18-Jun-24,RG,bks_68,2,p2,full-plot,net-floral,bks_68_2_p2_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,na
15-May-24,RG,chong_96,1,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
15-May-24,RG,chong_96,1,p2,full-plot,net-floral,chong_96_1_p2_full-plot_net-floral,nest_searching,queen,na,na,bovo,bombus_vosnesenskii,unknown,,na
15-May-24,RG,chong_96,1,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,na
15-May-24,RG,chong_96,1,p1,full-plot,net-floral,chong_96_1_p1_full-plot_net-floral,flying,queen,na,na,boim,bombus_impatiens,unknown,,flying low
15-May-24,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,unknown,,na
15-May-24,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
15-May-24,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
15-May-24,RG,bks_96,1,p2,full-plot,net-floral,bks_96_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,small
15-May-24,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,queen,na,na,boim,bombus_impatiens,unknown,,na
15-May-24,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
15-May-24,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
15-May-24,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
15-May-24,RG,bks_96,1,p1,full-plot,net-floral,bks_96_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
15-May-24,RG,bks_96,1,ditch,full-plot,net-floral,bks_96_1_ditch_full-plot_net-floral,nest_searching,worker,na,na,bome,bombus_melanopygus,unknown,,tiny
15-May-24,RG,bks_96,1,ditch,full-plot,net-floral,bks_96_1_ditch_full-plot_net-floral,nest_searching,worker,na,na,bomi,bombus_mixtus,unknown,,"tiny, rested on a leaf"
15-May-24,RG,bks_96,1,ditch,full-plot,net-floral,bks_96_1_ditch_full-plot_net-floral,flying,queen,na,na,bome,bombus_melanopygus,unknown,,small
26-Apr-24,"RG, NC",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,on other side of ditch
26-Apr-24,"RG, NC",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,on other side of ditch
26-Apr-24,"RG, NC",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,on other side of ditch
26-Apr-24,"RG, NC",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,bovo,bombus_vosnesenskii,unknown,,on other side of ditch
26-Apr-24,"RG, NC",avtar_168,1,ditch,full-plot,net-floral,avtar_168_1_ditch_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,y,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,nest_searching,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
26-Apr-24,"RG, NC",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
26-Apr-24,RN,surjit_168,1,p1,full-plot,net-floral,surjit_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
May-22-2024,RG,gwb_neaves,1,p2,full-plot,net-floral,gwb_neaves_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,saw 1 impatiens queen nest searching before survey
May-22-2024,RG,gwb_neaves,1,ditch,full-plot,net-floral,gwb_neaves_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,boim,bombus_impatiens,unknown,,na
May-22-2024,RG,gwb_neaves,1,ditch,full-plot,net-floral,gwb_neaves_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,bovo,bombus_vosnesenskii,unknown,,na
May-22-2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bohu,bombus_huntii,unknown,,na
May-22-2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,na,unknown,unknown,,sent to Tyler
May-22-2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,flying,queen,na,na,boim,bombus_impatiens,unknown,,na
May-22-2024,RG,bks_neaves,1,p1,full-plot,net-floral,bks_neaves_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
May-22-2024,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
May-22-2024,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bohu,bombus_huntii,unknown,,na
May-22-2025,RG,bks_neaves,1,p2,full-plot,net-floral,bks_neaves_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,na
May-22-2026,RG,bks_neaves,1,ditch,full-plot,net-floral,bks_neaves_1_ditch_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,maybe huntii?
5-Jun-24,AD,lbf_ladnertrunk,1,p1,full-plot,net-floral,lbf_ladnertrunk_1_p1_full-plot_net-floral,flying,queen,na,na,boim,bombus_impatiens,unknown,,na
5-Jun-24,AD,lbf_ladnertrunk,1,p1,full-plot,net-floral,lbf_ladnertrunk_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,AD,lbf_ladnertrunk,1,p1,full-plot,net-floral,lbf_ladnertrunk_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,AD,lbf_ladnertrunk,1,p1,full-plot,net-floral,lbf_ladnertrunk_1_p1_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,~1.5-2cm long
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,na,unknown,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
5-Jun-24,RG,lbf_ladnertrunk,1,p2,full-plot,net-floral,lbf_ladnertrunk_1_p2_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,foraging,worker,ruar,0,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,foraging,worker,ruar,0,bome,bombus_melanopygus,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,foraging,worker,ruar,0,na,unknown,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,na
5-Jun-24,NC,lbf_ladnertrunk,1,ditch,full-plot,net-floral,lbf_ladnertrunk_1_ditch_full-plot_net-floral,nest_searching,queen,na,na,na,unknown,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,resting,queen,na,na,boru,bombus_rufocinctus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,bomi,bombus_mixtus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,queen,na,na,boru,bombus_rufocinctus,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,na
5-Jun-24,NC,sandhu_ladnertrunk,1,ditch,full-plot,net-floral,sandhu_ladnertrunk_1_ditch_full-plot_net-floral,flying,worker,na,na,na,unknown,unknown,,na
5-Jun-24,AD,sandhu_ladnertrunk,1,p1,full-plot,net-floral,sandhu_ladnertrunk_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,AD,sandhu_ladnertrunk,1,p1,full-plot,net-floral,sandhu_ladnertrunk_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,AD,sandhu_ladnertrunk,1,p1,full-plot,net-floral,sandhu_ladnertrunk_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,bome,bombus_melanopygus,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,worker,na,na,bovo,bombus_vosnesenskii,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bomi,bombus_mixtus,unknown,,na
5-Jun-24,RG,sandhu_ladnertrunk,1,p2,full-plot,net-floral,sandhu_ladnertrunk_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bohu,bombus_huntii,unknown,,na
24-May,AD,surjit_168,1,p1,full-plot,net-floral,surjit_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
24-May,AD,surjit_168,1,p1,full-plot,net-floral,surjit_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,bovo,bombus_vosnesenskii,unknown,,na
24-May,RG,surjit_168,1,p2,full-plot,net-floral,surjit_168_1_p2_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,unknown,,Huntii? worker?
24-May,"RG, AD",surjit_168,1,ditch,full-plot,net-floral,surjit_168_1_ditch_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,one imp Q flying after survey
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,flying,queen,na,na,na,unknown,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boru,bombus_rufocinctus,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,queen,vaco,vaccinium_corymbosum,na,unknown,unknown,,
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,unknown,vaco,vaccinium_corymbosum,na,unknown,y,,Mixtus? Photo on AD phone
23-May-24,"RG, AD",avtar_168,1,p1,full-plot,net-floral,avtar_168_1_p1_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,na,unknown,y,,Rufo? Photo on AD phone
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,na,unknown,unknown,,Melanopygus? Photo on AD phone
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,flying,unknown,na,na,na,unknown,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,
23-May,"RG, AD",avtar_168,1,p2,full-plot,net-floral,avtar_168_1_p2_full-plot_net-floral,foraging,worker,vaco,vaccinium_corymbosum,boim,bombus_impatiens,unknown,,
