site_id,round,plot_id,bee_date,julian.date,bee_season_type,area,cover_type,bare_perc,grass_perc,forb_perc,grass_forb_perc,grass_h,forb_h,floral_perc,bombus_floral_perc,grass_forb_floral_perc,flood_perc,dry_root_perc,bryo_perc,bare_flood_dry_bryo_perc,bare_dry_bryo_perc,floral_richness,bombus_floral_richness,floral_abun,bombus_floral_abun,bombus_floral_abun_nv,nest_searching_queens,workers,forage_vaco,num_burrows,num_active_burrows,num_inactive_burrows,prop_inactive_burrows,num_active_dm,num_dm_size,prop_dm_size,num_inactive_dm
bks_neaves,2025_r2,p2,2025-05-06,126,nestsearching,pittmeadows_1,bare,37.916666666666664,18.75,3,21.75,13.5,6.666666666666667,2.375,2.375,24.125,0,7.166666666666667,0,45.08333333333333,45.08333333333333,3,1,2,2,2,0,0,0,2,0,2,1,0,1,0.5,1
bks_neaves,2025_r2,d,2025-05-06,126,nestsearching,pittmeadows_1,bare,10,28.75,15.416666666666666,44.166666666666664,43.416666666666664,17.833333333333332,0,0,44.166666666666664,6.25,17.916666666666668,0,34.16666666666667,27.916666666666668,5,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0
bks_neaves,2025_r3,p1,2025-06-24,175,worker,pittmeadows_1,bare,20.25,0.7916666666666666,2.375,3.1666666666666665,5,9.083333333333334,0,0,3.1666666666666665,0,20.833333333333332,0,41.08333333333333,41.08333333333333,1,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
bks_neaves,2025_r3,p2,2025-06-24,175,worker,pittmeadows_1,bare,33.083333333333336,1.6666666666666667,4.625,6.291666666666667,7.083333333333333,6.333333333333333,0,0,6.291666666666667,0,23,0,56.083333333333336,56.083333333333336,1,1,0,0,0,0,0,0,2,0,2,1,0,1,0.5,1
bks_neaves,2025_r3,d,2025-06-24,175,worker,pittmeadows_1,bare,7.916666666666667,2.9166666666666665,7.083333333333333,10,21.666666666666668,16,0,0,10,0,73.75,3.3333333333333335,85,85,2,2,2,2,2,0,0,0,14,0,0,0,0,0,0,0
avtar_168,2024_r1,p1,2024-04-26,117,nestsearching,surrey_1,grass,29.333333333333332,26.333333333333332,0.875,27.208333333333332,18,3,7.166666666666667,7.166666666666667,34.375,7.5,0.25,0.4166666666666667,37.49999999999999,30,0,0,0,0,0,1,0,14,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2024_r1,p2,2024-04-26,117,nestsearching,surrey_1,grass,22.833333333333332,52.166666666666664,0.6666666666666666,52.83333333333333,8.75,0.6666666666666666,3.5833333333333335,3.5833333333333335,56.416666666666664,0,3.75,0,26.583333333333332,26.583333333333332,1,1,4,4,0,1,0,8,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2024_r1,d,2024-04-26,117,nestsearching,surrey_1,grass,14.166666666666666,9.5,0.6666666666666666,10.166666666666666,24.583333333333332,2.75,0.041666666666666664,0,10.166666666666666,0,10.708333333333334,0,24.875,24.875,2,0,1,0,0,4,0,0,6,0,0,0,0,0,0,0
avtar_168,2024_r2,p1,2024-05-23,144,worker,surrey_1,grass,38.75,6.708333333333333,2.125,8.833333333333332,21,9.333333333333334,2.8333333333333335,2.8333333333333335,11.666666666666666,0,14.75,0,53.5,53.5,1,1,4,4,0,0,2,4,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2024_r2,p2,2024-05-23,144,worker,surrey_1,grass,27.5,23.416666666666668,0.5833333333333334,24,26,7,2,2,26,0,30.583333333333332,0,58.08333333333333,58.08333333333333,1,1,4,4,0,0,5,6,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2024_r2,d,2024-05-23,144,worker,surrey_1,grass,20.416666666666668,5.25,7.333333333333333,12.583333333333332,31.416666666666668,21.416666666666668,0,0,12.583333333333332,0,8.166666666666666,0,28.583333333333336,28.583333333333336,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0
avtar_168,2024_r3,p1,2024-07-03,185,worker,surrey_1,grass,30.333333333333332,0.3333333333333333,1.0416666666666667,1.375,4,8.583333333333334,0,0,1.375,0,0.16666666666666666,0,30.5,30.5,0,0,0,0,0,0,0,0,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2024_r3,p2,2024-07-03,185,worker,surrey_1,grass,29.583333333333332,0.625,0.4166666666666667,1.0416666666666667,10.416666666666666,2.5416666666666665,0,0,1.0416666666666667,0,52,0,81.58333333333333,81.58333333333333,1,1,0,0,0,0,0,0,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2024_r3,d,2024-07-03,185,worker,surrey_1,grass,35.666666666666664,0.875,8.041666666666666,8.916666666666666,22.666666666666668,10.416666666666666,0.4583333333333333,0.4166666666666667,9.333333333333332,0,5.25,0,40.916666666666664,40.916666666666664,5,4,2,2,2,0,1,0,6,0,0,0,0,0,0,0
avtar_168,2025_r1,p1,2025-04-18,108,nestsearching,surrey_1,grass,18.208333333333332,59.5,7.875,67.375,12.666666666666666,9.75,0,0,67.375,0,1,0,19.208333333333332,19.208333333333332,1,1,2,2,0,1,0,1,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2025_r1,p2,2025-04-18,108,nestsearching,surrey_1,grass,2.9166666666666665,80.41666666666667,1.25,81.66666666666667,13.916666666666666,1,0,0,81.66666666666667,0,0,0,2.9166666666666665,2.9166666666666665,1,1,2,2,0,2,0,3,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2025_r1,d,2025-04-18,108,nestsearching,surrey_1,grass,35.416666666666664,19.708333333333332,0.5416666666666666,20.25,25.666666666666668,3.3333333333333335,0.20833333333333334,0.08333333333333333,20.333333333333332,0,4.166666666666667,0,39.58333333333333,39.58333333333333,4,3,2,2,2,1,0,0,6,0,0,0,0,0,0,0
avtar_168,2025_r2,p1,2025-05-13,133,nestsearching,surrey_1,grass,22.75,1.25,7.166666666666667,8.416666666666668,1.0833333333333333,11.833333333333334,1.5833333333333333,1.5833333333333333,10.000000000000002,0,64.16666666666667,0,86.91666666666667,86.91666666666667,1,1,4,4,0,0,1,1,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2025_r2,p2,2025-05-13,133,nestsearching,surrey_1,grass,18.5,9.25,0,9.25,11.416666666666666,0,0.9166666666666666,0.9166666666666666,10.166666666666666,0,61.166666666666664,0,79.66666666666666,79.66666666666666,1,1,4,4,0,0,1,1,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2025_r2,d,2025-05-13,133,nestsearching,surrey_1,grass,42.5,9.666666666666666,9.416666666666666,19.083333333333332,23.25,21.25,0,0,19.083333333333332,0,6.416666666666667,0,48.916666666666664,48.916666666666664,8,3,4,4,4,1,0,0,6,0,0,0,0,0,0,0
avtar_168,2025_r3,p1,2025-06-25,176,worker,surrey_1,grass,15.833333333333334,0.08333333333333333,3.0416666666666665,3.125,0.4166666666666667,9.75,0,0,3.125,0,64.5,0.6666666666666666,81,81,0,0,0,0,0,0,0,0,17,0,9,0.5294117647058824,0,0,0,0
avtar_168,2025_r3,p2,2025-06-25,176,worker,surrey_1,grass,7.333333333333333,0.5416666666666666,0.9166666666666666,1.4583333333333333,2.9166666666666665,6.75,0,0,1.4583333333333333,0,79.25,2.9166666666666665,89.5,89.5,0,0,0,0,0,0,0,0,7,5,2,0.2857142857142857,0,1,0.14285714285714285,1
avtar_168,2025_r3,d,2025-06-25,176,worker,surrey_1,grass,43.333333333333336,27.083333333333332,7.416666666666667,34.5,58.333333333333336,28.916666666666668,0,0,34.5,0.8333333333333334,16.333333333333332,0,60.5,59.66666666666667,6,6,3,3,3,0,1,0,6,0,0,0,0,0,0,0
surjit_168,2024_r1,p1,2024-04-26,117,nestsearching,surrey_1,bare,15.666666666666666,0.5833333333333334,0.9166666666666666,1.5,4,2.4166666666666665,9.583333333333334,9.583333333333334,11.083333333333334,0,0.041666666666666664,25.166666666666668,40.875,40.875,1,1,4,4,0,0,0,1,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2024_r1,p2,2024-04-26,117,nestsearching,surrey_1,bare,25,0.8333333333333334,0.875,1.7083333333333335,3.75,4.083333333333333,3.4166666666666665,3.4166666666666665,5.125,0,0.041666666666666664,26.208333333333332,51.25,51.25,1,1,3,3,0,0,0,0,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2024_r1,d,2024-04-26,117,nestsearching,surrey_1,bare,33.75,6.875,3.4166666666666665,10.291666666666666,12.666666666666666,20.208333333333332,0,0,10.291666666666666,0,4.833333333333333,12.458333333333334,51.04166666666667,51.04166666666667,3,1,3,2,2,0,0,0,8,0,0,0,0,0,0,0
surjit_168,2024_r2,p1,2024-05-24,145,worker,surrey_1,bare,34.083333333333336,0.08333333333333333,1.1666666666666667,1.25,0.6666666666666666,3,9,9,10.25,0,6,0,40.083333333333336,40.083333333333336,1,1,4,4,0,0,0,0,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2024_r2,p2,2024-05-24,145,worker,surrey_1,bare,39.916666666666664,0.16666666666666666,0.75,0.9166666666666666,1.4166666666666667,2.9166666666666665,4.166666666666667,4.166666666666667,5.083333333333334,0,8.166666666666666,2.0833333333333335,50.166666666666664,50.166666666666664,1,1,4,4,0,0,2,3,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2024_r2,d,2024-05-24,145,worker,surrey_1,bare,69.41666666666667,1.3333333333333333,2.5833333333333335,3.916666666666667,11.25,18.166666666666668,0,0,3.916666666666667,0,21,0,90.41666666666667,90.41666666666667,6,2,2,1,1,0,0,0,8,0,0,0,0,0,0,0
surjit_168,2024_r3,p1,2024-07-03,185,worker,surrey_1,bare,17.916666666666668,2.3333333333333335,10.416666666666666,12.75,22.166666666666668,22.083333333333332,0.20833333333333334,0.20833333333333334,12.958333333333334,0,0,0.6666666666666666,18.583333333333336,18.583333333333336,5,4,4,4,4,0,0,0,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2024_r3,p2,2024-07-03,185,worker,surrey_1,bare,18.666666666666668,4.5,21.666666666666668,26.166666666666668,22.666666666666668,43.5,10.125,10.125,36.29166666666667,0,0,9.875,28.541666666666668,28.541666666666668,7,6,4,4,4,0,0,0,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2024_r3,d,2024-07-03,185,worker,surrey_1,bare,37.5,27.416666666666668,5.666666666666667,33.083333333333336,45.416666666666664,16.666666666666668,0.9166666666666666,0.7916666666666666,33.875,0,11.666666666666666,2.0833333333333335,51.25,51.25,12,9,4,4,4,0,0,0,8,0,0,0,0,0,0,0
surjit_168,2025_r1,p1,2025-04-18,108,nestsearching,surrey_1,bare,29.166666666666668,0.041666666666666664,0.9583333333333334,1,0.25,2.375,0.125,0.08333333333333333,1.0833333333333333,0,4.166666666666667,18.75,52.083333333333336,52.083333333333336,2,1,1,1,1,3,0,0,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2025_r1,p2,2025-04-18,108,nestsearching,surrey_1,bare,27.083333333333332,0,0,0,0.041666666666666664,0.3333333333333333,0,0,0,0,0.4166666666666667,27.5,55,55,2,2,2,2,2,0,0,0,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2025_r1,d,2025-04-18,108,nestsearching,surrey_1,bare,31.25,15.208333333333334,11.375,26.583333333333336,6.833333333333333,1.5833333333333333,0.041666666666666664,0,26.583333333333336,0,15.833333333333334,2.9166666666666665,50,50,8,5,4,4,4,0,0,0,8,0,0,0,0,0,0,0
surjit_168,2025_r2,p1,2025-05-13,133,nestsearching,surrey_1,bare,20.833333333333332,0.75,1.5,2.25,2.4166666666666665,2.4166666666666665,3.75,3.75,6,0,0.4166666666666667,0,21.25,21.25,1,1,4,4,0,0,0,0,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2025_r2,p2,2025-05-13,133,nestsearching,surrey_1,bare,20.833333333333332,0.8333333333333334,2,2.8333333333333335,0.5833333333333334,1.75,1.8333333333333333,1.8333333333333333,4.666666666666667,0,0.4166666666666667,0,21.25,21.25,1,1,4,4,0,0,0,0,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2025_r2,d,2025-05-13,133,nestsearching,surrey_1,bare,34.166666666666664,24.583333333333332,32.916666666666664,57.5,52.083333333333336,41.666666666666664,1.1666666666666667,1.1666666666666667,58.666666666666664,0,5,0,39.166666666666664,39.166666666666664,16,11,4,3,3,0,0,0,8,0,0,0,0,0,0,0
surjit_168,2025_r3,p1,2025-06-25,176,worker,surrey_1,bare,45,0,3.375,3.375,0,3.5833333333333335,0,0,3.375,0,0.08333333333333333,1.3333333333333333,46.41666666666667,46.41666666666667,0,0,0,0,0,0,0,0,30,13,13,0.43333333333333335,0,0,0,0
surjit_168,2025_r3,p2,2025-06-25,176,worker,surrey_1,bare,41.083333333333336,0.08333333333333333,7.333333333333333,7.416666666666666,1,6.666666666666667,0,0,7.416666666666666,0,0.4166666666666667,3.9583333333333335,45.458333333333336,45.458333333333336,0,0,0,0,0,0,0,0,28,16,8,0.2857142857142857,1,2,0.07142857142857142,0
surjit_168,2025_r3,d,2025-06-25,176,worker,surrey_1,bare,16.666666666666668,4.583333333333333,11.458333333333334,16.041666666666668,31.25,29.333333333333332,0,0,16.041666666666668,0,58.333333333333336,5.666666666666667,80.66666666666667,80.66666666666667,4,4,3,3,3,0,0,0,8,0,0,0,0,0,0,0
sandhu_ladnertrunk,2024_r2,p1,2024-06-05,157,worker,delta_4,bare,12.916666666666666,10.416666666666666,12.625,23.041666666666664,19.25,13.083333333333334,0.08333333333333333,0.08333333333333333,23.124999999999996,26.666666666666668,15.916666666666666,0,55.5,28.833333333333332,1,1,3,3,0,0,0,1,4,2,2,0.5,2,0,0,0
sandhu_ladnertrunk,2024_r2,p2,2024-06-05,157,worker,delta_4,bare,14.916666666666666,17.125,3.7083333333333335,20.833333333333332,27.166666666666668,9.25,0.16666666666666666,0.16666666666666666,21,24.75,7.916666666666667,0,47.58333333333333,22.833333333333332,2,2,3,3,0,0,3,2,3,2,1,0.3333333333333333,2,1,0.3333333333333333,0
sandhu_ladnertrunk,2024_r2,d,2024-06-05,157,worker,delta_4,bare,0,6.166666666666667,81.5,87.66666666666667,73.5,74.58333333333333,0.7916666666666666,0.5416666666666666,88.20833333333334,0,11.083333333333334,0,11.083333333333334,11.083333333333334,11,9,3,3,3,0,8,0,97,0,0,0,0,1,0.010309278350515464,0
sandhu_ladnertrunk,2024_r3,p1,2024-07-02,184,worker,delta_4,bare,28.416666666666668,1.25,0.5,1.75,5.916666666666667,4.666666666666667,0,0,1.75,0.4166666666666667,32.916666666666664,0,61.75,61.33333333333333,3,3,2,2,2,0,1,0,4,2,2,0.5,2,0,0,0
sandhu_ladnertrunk,2024_r3,p2,2024-07-02,184,worker,delta_4,bare,15.833333333333334,13.166666666666666,16.666666666666668,29.833333333333336,23.583333333333332,28,0.4583333333333333,0.4583333333333333,30.291666666666668,4.583333333333333,8.083333333333334,0,28.5,23.916666666666668,6,5,3,3,3,0,0,0,3,2,1,0.3333333333333333,2,1,0.3333333333333333,0
sandhu_ladnertrunk,2024_r3,d,2024-07-02,184,worker,delta_4,bare,0.8333333333333334,21.583333333333332,65,86.58333333333333,111.25,93.5,5.708333333333333,5.708333333333333,92.29166666666666,0,12.583333333333334,0,13.416666666666668,13.416666666666668,9,9,4,4,4,0,1,0,97,0,0,0,0,1,0.010309278350515464,0
sandhu_ladnertrunk,2025_r1,p1,2025-04-13,103,nestsearching,delta_4,bare,0.8333333333333334,66.91666666666667,2.9166666666666665,69.83333333333334,12.333333333333334,3.8333333333333335,0,0,69.83333333333334,33.333333333333336,0,0,34.16666666666667,0.8333333333333334,3,1,2,2,2,0,0,0,4,2,2,0.5,2,0,0,0
sandhu_ladnertrunk,2025_r1,p2,2025-04-13,103,nestsearching,delta_4,bare,10,26.25,6.5,32.75,16.333333333333332,7.833333333333333,0.16666666666666666,0.16666666666666666,32.916666666666664,35.333333333333336,0,0,45.333333333333336,10,1,1,2,2,2,0,0,1,3,2,1,0.3333333333333333,2,1,0.3333333333333333,0
sandhu_ladnertrunk,2025_r1,d,2025-04-13,103,nestsearching,delta_4,bare,17.75,57.333333333333336,9.916666666666666,67.25,10.333333333333334,12.416666666666666,0.5416666666666666,0.5416666666666666,67.79166666666667,0,4.166666666666667,10.833333333333334,32.75,32.75,4,4,3,3,3,0,0,0,97,0,0,0,0,1,0.010309278350515464,0
sandhu_ladnertrunk,2025_r2,p1,2025-04-27,117,nestsearching,delta_4,bare,4.833333333333333,3.5833333333333335,3.0833333333333335,6.666666666666667,7.666666666666667,5.083333333333333,2.3333333333333335,2.3333333333333335,9,0,75.58333333333333,0,80.41666666666666,80.41666666666666,3,2,4,4,0,2,0,0,4,2,2,0.5,2,0,0,0
sandhu_ladnertrunk,2025_r2,p2,2025-04-27,117,nestsearching,delta_4,bare,8.75,2.9166666666666665,5.166666666666667,8.083333333333334,7.833333333333333,7.333333333333333,1.1666666666666667,1.1666666666666667,9.25,0,33.583333333333336,0,42.333333333333336,42.333333333333336,3,2,4,4,0,1,0,0,3,2,1,0.3333333333333333,2,1,0.3333333333333333,0
sandhu_ladnertrunk,2025_r2,d,2025-04-27,117,nestsearching,delta_4,bare,10.916666666666666,25.166666666666668,34.5,59.66666666666667,31.75,33.666666666666664,0.25,0.041666666666666664,59.708333333333336,0,19.833333333333332,0,30.75,30.75,8,5,3,2,2,0,0,0,97,0,0,0,0,1,0.010309278350515464,0
sandhu_ladnertrunk,2025_r3,p1,2025-06-23,174,worker,delta_4,bare,2.8333333333333335,14.75,7.916666666666667,22.666666666666668,20.083333333333332,20,0,0,22.666666666666668,0,67.25,0,70.08333333333333,70.08333333333333,1,1,1,1,1,0,0,0,4,2,2,0.5,2,0,0,0
sandhu_ladnertrunk,2025_r3,p2,2025-06-23,174,worker,delta_4,bare,15.5,7.625,13.416666666666666,21.041666666666664,15.75,18.916666666666668,0.041666666666666664,0.041666666666666664,21.083333333333332,0,44.166666666666664,0,59.666666666666664,59.666666666666664,1,1,1,1,1,0,0,0,3,2,1,0.3333333333333333,2,1,0.3333333333333333,0
sandhu_ladnertrunk,2025_r3,d,2025-06-23,174,worker,delta_4,bare,11.25,5.208333333333333,54.583333333333336,59.79166666666667,28.666666666666668,37.416666666666664,0,0,59.79166666666667,0,25.416666666666668,0,36.66666666666667,36.66666666666667,5,5,2,2,2,0,0,0,97,0,0,0,0,1,0.010309278350515464,0
lbf_ladnertrunk,2024_r2,p1,2024-06-05,157,worker,delta_4,grass,49.833333333333336,18.333333333333332,9.875,28.208333333333332,20.833333333333332,17.166666666666668,0.375,0.375,28.583333333333332,0,4.208333333333333,0,54.04166666666667,54.04166666666667,4,4,3,3,2,0,1,1,3,2,0,0,2,0,0,0
lbf_ladnertrunk,2024_r2,p2,2024-06-05,157,worker,delta_4,grass,43.916666666666664,26.75,5.541666666666667,32.291666666666664,26.583333333333332,10.166666666666666,0.2916666666666667,0.2916666666666667,32.58333333333333,0.8333333333333334,2.5,0,47.25,46.416666666666664,4,4,3,3,2,0,3,5,111,46,44,0.3963963963963964,1,3,0.02702702702702703,3
lbf_ladnertrunk,2024_r2,d,2024-06-05,157,worker,delta_4,grass,17.5,12.958333333333334,15.875,28.833333333333336,47.166666666666664,83.41666666666667,0,0,28.833333333333336,0,42.5,0,60,60,6,6,3,3,3,1,4,0,149,0,0,0,0,4,0.026845637583892617,0
lbf_ladnertrunk,2024_r3,p1,2024-07-02,184,worker,delta_4,grass,34.416666666666664,22.708333333333332,16,38.70833333333333,31.916666666666668,29.666666666666668,0.25,0.20833333333333334,38.916666666666664,0,7.583333333333333,0,42,42,3,2,3,3,3,0,0,0,3,2,0,0,2,0,0,0
lbf_ladnertrunk,2024_r3,p2,2024-07-02,184,worker,delta_4,grass,40.416666666666664,19.291666666666668,3.8333333333333335,23.125,29.666666666666668,10.25,0,0,23.125,0,8,0,48.416666666666664,48.416666666666664,5,5,2,2,2,0,0,0,111,46,44,0.3963963963963964,1,3,0.02702702702702703,3
lbf_ladnertrunk,2024_r3,d,2024-07-02,184,worker,delta_4,grass,25.25,12.333333333333334,19.833333333333332,32.166666666666664,63.666666666666664,68.41666666666667,0.125,0.125,32.291666666666664,0,11.166666666666666,0,36.416666666666664,36.416666666666664,13,11,3,3,3,0,0,0,149,0,0,0,0,4,0.026845637583892617,0
lbf_ladnertrunk,2025_r1,p1,2025-04-03,93,nestsearching,delta_4,grass,18.166666666666668,14.583333333333334,8.291666666666666,22.875,6,9.333333333333334,0,0,22.875,52.166666666666664,1.0833333333333333,5.5,76.91666666666666,24.75,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0
lbf_ladnertrunk,2025_r1,p2,2025-04-03,93,nestsearching,delta_4,grass,26.75,26.458333333333332,8.75,35.20833333333333,10.916666666666666,3.5,0,0,35.20833333333333,10.666666666666666,0.8333333333333334,6.5,44.75,34.08333333333333,1,1,0,0,0,0,0,0,111,46,44,0.3963963963963964,1,3,0.02702702702702703,3
lbf_ladnertrunk,2025_r1,d,2025-04-03,93,nestsearching,delta_4,grass,4.166666666666667,29,7.208333333333333,36.208333333333336,12.166666666666666,7.25,0,0,36.208333333333336,2.875,0.9166666666666666,18.75,26.708333333333336,23.833333333333336,2,2,2,2,2,0,0,0,149,0,0,0,0,4,0.026845637583892617,0
lbf_ladnertrunk,2025_r2,p1,2025-04-27,117,nestsearching,delta_4,grass,52,16.083333333333332,16,32.08333333333333,5.583333333333333,7.333333333333333,5,5,37.08333333333333,0,0.4166666666666667,0,52.416666666666664,52.416666666666664,3,3,4,4,2,0,0,0,3,2,0,0,2,0,0,0
lbf_ladnertrunk,2025_r2,p2,2025-04-27,117,nestsearching,delta_4,grass,30.5,41.583333333333336,9.541666666666666,51.125,15.75,11,12.458333333333334,12.458333333333334,63.583333333333336,0,1.6666666666666667,0,32.166666666666664,32.166666666666664,3,3,4,4,2,0,0,0,111,46,44,0.3963963963963964,1,3,0.02702702702702703,3
lbf_ladnertrunk,2025_r2,d,2025-04-27,117,nestsearching,delta_4,grass,19.166666666666668,12.25,30.666666666666668,42.91666666666667,24.416666666666668,36.166666666666664,0,0,42.91666666666667,0,8.333333333333334,15.416666666666666,42.916666666666664,42.916666666666664,4,1,3,1,1,1,0,0,149,0,0,0,0,4,0.026845637583892617,0
lbf_ladnertrunk,2025_r3,p1,2025-06-23,174,worker,delta_4,grass,12.75,15.583333333333334,35.833333333333336,51.41666666666667,26,25,1.7083333333333333,1.7083333333333333,53.12500000000001,0,9.583333333333334,10.833333333333334,33.16666666666667,33.16666666666667,3,3,3,3,3,0,0,0,3,2,0,0,2,0,0,0
lbf_ladnertrunk,2025_r3,p2,2025-06-23,174,worker,delta_4,grass,11.25,37.5,17.083333333333332,54.58333333333333,38.333333333333336,24.166666666666668,2.4583333333333335,2.4583333333333335,57.041666666666664,0,9.583333333333334,8.333333333333334,29.16666666666667,29.16666666666667,3,3,2,2,2,0,0,0,111,46,44,0.3963963963963964,1,3,0.02702702702702703,3
lbf_ladnertrunk,2025_r3,d,2025-06-23,174,worker,delta_4,grass,0.8333333333333334,32.916666666666664,30.833333333333332,63.75,44.25,45.083333333333336,0,0,63.75,0,19.166666666666668,0,20,20,6,5,3,3,3,0,0,0,149,0,0,0,0,4,0.026845637583892617,0
